country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count
Austria,AUT,Europe,8901064,cases,0,2020-01,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-02,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-03,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-04,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-05,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-06,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-07,0.000000,0
Austria,AUT,Europe,8901064,cases,0,2020-08,0.000000,0
Austria,AUT,Europe,8901064,cases,14,2020-09,0.157000,14
Austria,AUT,Europe,8901064,cases,88,2020-10,1.146000,102
Austria,AUT,Europe,8901064,cases,758,2020-11,9.504000,860
Austria,AUT,Europe,8901064,cases,2771,2020-12,39.647000,3631
Austria,AUT,Europe,8901064,cases,5182,2020-13,89.349000,8813
Austria,AUT,Europe,8901064,cases,3170,2020-14,93.831000,11983
Austria,AUT,Europe,8901064,cases,1954,2020-15,57.566000,13937
Austria,AUT,Europe,8901064,cases,773,2020-16,30.637000,14710
Austria,AUT,Europe,8901064,cases,479,2020-17,14.066000,15189
Austria,AUT,Europe,8901064,cases,349,2020-18,9.302000,15538
Austria,AUT,Europe,8901064,cases,249,2020-19,6.718000,15787
Austria,AUT,Europe,8901064,cases,367,2020-20,6.921000,16154
Austria,AUT,Europe,8901064,cases,285,2020-21,7.325000,16439
Austria,AUT,Europe,8901064,cases,203,2020-22,5.482000,16642
Austria,AUT,Europe,8901064,cases,226,2020-23,4.820000,16868
Austria,AUT,Europe,8901064,cases,170,2020-24,4.449000,17038
Austria,AUT,Europe,8901064,cases,247,2020-25,4.685000,17285
Austria,AUT,Europe,8901064,cases,340,2020-26,6.595000,17625
Austria,AUT,Europe,8901064,cases,644,2020-27,11.055000,18269
Austria,AUT,Europe,8901064,cases,578,2020-28,13.729000,18847
Austria,AUT,Europe,8901064,cases,724,2020-29,14.627000,19571
Austria,AUT,Europe,8901064,cases,915,2020-30,18.414000,20486
Austria,AUT,Europe,8901064,cases,823,2020-31,19.526000,21309
Austria,AUT,Europe,8901064,cases,702,2020-32,17.133000,22011
Austria,AUT,Europe,8901064,cases,1362,2020-33,23.188000,23373
Austria,AUT,Europe,8901064,cases,1866,2020-34,36.265000,25239
Austria,AUT,Europe,8901064,cases,1979,2020-35,43.197000,27218
Austria,AUT,Europe,8901064,cases,1976,2020-36,44.433000,29194
Austria,AUT,Europe,8901064,cases,4141,2020-37,68.722000,33335
Austria,AUT,Europe,8901064,cases,5222,2020-38,105.190000,38557
Austria,AUT,Europe,8901064,cases,4909,2020-39,113.818000,43466
Austria,AUT,Europe,8901064,cases,5152,2020-40,113.031000,48618
Austria,AUT,Europe,8901064,cases,7365,2020-41,140.624000,55983
