country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count
China,CHN,Asia,1439323774,cases,59,2020-01,0.000000,59
China,CHN,Asia,1439323774,cases,0,2020-02,0.004000,59
China,CHN,Asia,1439323774,cases,176,2020-03,0.012000,235
China,CHN,Asia,1439323774,cases,2540,2020-04,0.189000,2775
China,CHN,Asia,1439323774,cases,14436,2020-05,1.179000,17211
China,CHN,Asia,1439323774,cases,22995,2020-06,2.601000,40206
China,CHN,Asia,1439323774,cases,30412,2020-07,3.711000,70618
China,CHN,Asia,1439323774,cases,6616,2020-08,2.573000,77234
China,CHN,Asia,1439323774,cases,2900,2020-09,0.661000,80134
China,CHN,Asia,1439323774,cases,725,2020-10,0.252000,80859
China,CHN,Asia,1439323774,cases,161,2020-11,0.062000,81020
China,CHN,Asia,1439323774,cases,464,2020-12,0.043000,81484
China,CHN,Asia,1439323774,cases,673,2020-13,0.079000,82157
China,CHN,Asia,1439323774,cases,485,2020-14,0.080000,82642
China,CHN,Asia,1439323774,cases,567,2020-15,0.073000,83209
China,CHN,Asia,1439323774,cases,608,2020-16,0.082000,83817
China,CHN,Asia,1439323774,cases,95,2020-17,0.049000,83912
China,CHN,Asia,1439323774,cases,52,2020-18,0.010000,83964
China,CHN,Asia,1439323774,cases,46,2020-19,0.007000,84010
China,CHN,Asia,1439323774,cases,44,2020-20,0.006000,84054
China,CHN,Asia,1439323774,cases,41,2020-21,0.006000,84095
China,CHN,Asia,1439323774,cases,52,2020-22,0.006000,84147
China,CHN,Asia,1439323774,cases,44,2020-23,0.007000,84191
China,CHN,Asia,1439323774,cases,144,2020-24,0.013000,84335
China,CHN,Asia,1439323774,cases,237,2020-25,0.026000,84572
China,CHN,Asia,1439323774,cases,185,2020-26,0.029000,84757
China,CHN,Asia,1439323774,cases,114,2020-27,0.021000,84871
China,CHN,Asia,1439323774,cases,246,2020-28,0.025000,85117
China,CHN,Asia,1439323774,cases,496,2020-29,0.052000,85613
China,CHN,Asia,1439323774,cases,957,2020-30,0.101000,86570
China,CHN,Asia,1439323774,cases,1415,2020-31,0.165000,87985
China,CHN,Asia,1439323774,cases,808,2020-32,0.154000,88793
China,CHN,Asia,1439323774,cases,582,2020-33,0.097000,89375
China,CHN,Asia,1439323774,cases,320,2020-34,0.063000,89695
China,CHN,Asia,1439323774,cases,200,2020-35,0.036000,89895
China,CHN,Asia,1439323774,cases,163,2020-36,0.025000,90058
China,CHN,Asia,1439323774,cases,139,2020-37,0.021000,90197
China,CHN,Asia,1439323774,cases,172,2020-38,0.022000,90369
China,CHN,Asia,1439323774,cases,114,2020-39,0.020000,90483
China,CHN,Asia,1439323774,cases,146,2020-40,0.018000,90629
China,CHN,Asia,1439323774,cases,183,2020-41,0.023000,90812
China,CHN,Asia,1439323774,cases,160,2020-42,0.024000,90972
China,CHN,Asia,1439323774,cases,179,2020-43,0.024000,91151
China,CHN,Asia,1439323774,cases,196,2020-44,0.026000,91347
China,CHN,Asia,1439323774,cases,213,2020-45,0.028000,91560
China,CHN,Asia,1439323774,cases,76,2020-46,0.020000,91636
China,CHN,Asia,1439323774,cases,95,2020-47,0.012000,91731
China,CHN,Asia,1439323774,cases,83,2020-48,0.012000,91814
China,CHN,Asia,1439323774,cases,104,2020-49,0.013000,91918
China,CHN,Asia,1439323774,cases,103,2020-50,0.014000,92021
China,CHN,Asia,1439323774,cases,3029,2020-51,0.218000,95050
China,CHN,Asia,1439323774,cases,245,2020-52,0.227000,95295
China,CHN,Asia,1439323774,cases,918,2020-53,0.081000,96213
China,CHN,Asia,1439323774,cases,611,2021-01,0.106000,96824
China,CHN,Asia,1439323774,cases,1115,2021-02,0.120000,97939
China,CHN,Asia,1439323774,cases,1308,2021-03,0.168000,99247
China,CHN,Asia,1439323774,cases,816,2021-04,0.148000,100063
China,CHN,Asia,1439323774,cases,325,2021-05,0.079000,100388
China,CHN,Asia,1439323774,cases,211,2021-06,0.037000,100599
China,CHN,Asia,1439323774,cases,175,2021-07,0.027000,100774
China,CHN,Asia,1439323774,cases,191,2021-08,0.025000,100965
China,CHN,Asia,1439323774,cases,167,2021-09,0.025000,101132
China,CHN,Asia,1439323774,cases,241,2021-10,0.028000,101373
China,CHN,Asia,1439323774,cases,178,2021-11,0.029000,101551
China,CHN,Asia,1439323774,cases,125,2021-12,0.021000,101676
China,CHN,Asia,1439323774,cases,184,2021-13,0.021000,101860
China,CHN,Asia,1439323774,cases,196,2021-14,0.026000,102056
China,CHN,Asia,1439323774,cases,186,2021-15,0.027000,102242
China,CHN,Asia,1439323774,deaths,0,2020-01,0.000000,0
China,CHN,Asia,1439323774,deaths,1,2020-02,0.001000,1
China,CHN,Asia,1439323774,deaths,2,2020-03,0.002000,3
China,CHN,Asia,1439323774,deaths,78,2020-04,0.056000,81
China,CHN,Asia,1439323774,deaths,280,2020-05,0.249000,361
China,CHN,Asia,1439323774,deaths,548,2020-06,0.575000,909
China,CHN,Asia,1439323774,deaths,862,2020-07,0.980000,1771
China,CHN,Asia,1439323774,deaths,824,2020-08,1.171000,2595
China,CHN,Asia,1439323774,deaths,319,2020-09,0.794000,2914
China,CHN,Asia,1439323774,deaths,208,2020-10,0.366000,3122
China,CHN,Asia,1439323774,deaths,94,2020-11,0.210000,3216
China,CHN,Asia,1439323774,deaths,58,2020-12,0.106000,3274
China,CHN,Asia,1439323774,deaths,32,2020-13,0.063000,3306
China,CHN,Asia,1439323774,deaths,29,2020-14,0.042000,3335
China,CHN,Asia,1439323774,deaths,10,2020-15,0.027000,3345
China,CHN,Asia,1439323774,deaths,1291,2020-16,0.904000,4636
China,CHN,Asia,1439323774,deaths,1,2020-17,0.898000,4637
China,CHN,Asia,1439323774,deaths,0,2020-18,0.001000,4637
China,CHN,Asia,1439323774,deaths,0,2020-19,0.000000,4637
China,CHN,Asia,1439323774,deaths,1,2020-20,0.001000,4638
China,CHN,Asia,1439323774,deaths,0,2020-21,0.001000,4638
China,CHN,Asia,1439323774,deaths,0,2020-22,0.000000,4638
China,CHN,Asia,1439323774,deaths,0,2020-23,0.000000,4638
China,CHN,Asia,1439323774,deaths,0,2020-24,0.000000,4638
China,CHN,Asia,1439323774,deaths,1,2020-25,0.001000,4639
China,CHN,Asia,1439323774,deaths,2,2020-26,0.002000,4641
China,CHN,Asia,1439323774,deaths,0,2020-27,0.001000,4641
China,CHN,Asia,1439323774,deaths,0,2020-28,0.000000,4641
China,CHN,Asia,1439323774,deaths,5,2020-29,0.003000,4646
China,CHN,Asia,1439323774,deaths,6,2020-30,0.008000,4652
China,CHN,Asia,1439323774,deaths,17,2020-31,0.016000,4669
China,CHN,Asia,1439323774,deaths,17,2020-32,0.024000,4686
China,CHN,Asia,1439323774,deaths,17,2020-33,0.024000,4703
China,CHN,Asia,1439323774,deaths,8,2020-34,0.017000,4711
China,CHN,Asia,1439323774,deaths,11,2020-35,0.013000,4722
China,CHN,Asia,1439323774,deaths,8,2020-36,0.013000,4730
China,CHN,Asia,1439323774,deaths,4,2020-37,0.008000,4734
China,CHN,Asia,1439323774,deaths,3,2020-38,0.005000,4737
China,CHN,Asia,1439323774,deaths,2,2020-39,0.003000,4739
China,CHN,Asia,1439323774,deaths,0,2020-40,0.001000,4739
China,CHN,Asia,1439323774,deaths,0,2020-41,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-42,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-43,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-44,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-45,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-46,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-47,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-48,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-49,0.000000,4739
China,CHN,Asia,1439323774,deaths,0,2020-50,0.000000,4739
China,CHN,Asia,1439323774,deaths,25,2020-51,0.017000,4764
China,CHN,Asia,1439323774,deaths,7,2020-52,0.022000,4771
China,CHN,Asia,1439323774,deaths,14,2020-53,0.015000,4785
China,CHN,Asia,1439323774,deaths,2,2021-01,0.011000,4787
China,CHN,Asia,1439323774,deaths,10,2021-02,0.008000,4797
China,CHN,Asia,1439323774,deaths,7,2021-03,0.012000,4804
China,CHN,Asia,1439323774,deaths,13,2021-04,0.014000,4817
China,CHN,Asia,1439323774,deaths,5,2021-05,0.013000,4822
China,CHN,Asia,1439323774,deaths,7,2021-06,0.008000,4829
China,CHN,Asia,1439323774,deaths,4,2021-07,0.008000,4833
China,CHN,Asia,1439323774,deaths,2,2021-08,0.004000,4835
China,CHN,Asia,1439323774,deaths,3,2021-09,0.003000,4838
China,CHN,Asia,1439323774,deaths,1,2021-10,0.003000,4839
China,CHN,Asia,1439323774,deaths,0,2021-11,0.001000,4839
China,CHN,Asia,1439323774,deaths,2,2021-12,0.001000,4841
China,CHN,Asia,1439323774,deaths,0,2021-13,0.001000,4841
China,CHN,Asia,1439323774,deaths,2,2021-14,0.001000,4843
China,CHN,Asia,1439323774,deaths,2,2021-15,0.003000,4845
Thailand,THA,Asia,69799978,cases,0,2020-01,0.000000,0
Thailand,THA,Asia,69799978,cases,1,2020-02,0.001000,1
Thailand,THA,Asia,69799978,cases,1,2020-03,0.003000,2
Thailand,THA,Asia,69799978,cases,6,2020-04,0.010000,8
Thailand,THA,Asia,69799978,cases,11,2020-05,0.024000,19
Thailand,THA,Asia,69799978,cases,13,2020-06,0.034000,32
Thailand,THA,Asia,69799978,cases,2,2020-07,0.021000,34
Thailand,THA,Asia,69799978,cases,1,2020-08,0.004000,35
Thailand,THA,Asia,69799978,cases,8,2020-09,0.013000,43
Thailand,THA,Asia,69799978,cases,7,2020-10,0.021000,50
Thailand,THA,Asia,69799978,cases,64,2020-11,0.102000,114
Thailand,THA,Asia,69799978,cases,607,2020-12,0.961000,721
Thailand,THA,Asia,69799978,cases,667,2020-13,1.825000,1388
Thailand,THA,Asia,69799978,cases,832,2020-14,2.148000,2220
Thailand,THA,Asia,69799978,cases,359,2020-15,1.706000,2579
Thailand,THA,Asia,69799978,cases,186,2020-16,0.781000,2765
Thailand,THA,Asia,69799978,cases,157,2020-17,0.491000,2922
Thailand,THA,Asia,69799978,cases,47,2020-18,0.292000,2969
Thailand,THA,Asia,69799978,cases,46,2020-19,0.133000,3015
Thailand,THA,Asia,69799978,cases,13,2020-20,0.085000,3028
Thailand,THA,Asia,69799978,cases,14,2020-21,0.039000,3042
Thailand,THA,Asia,69799978,cases,39,2020-22,0.076000,3081
Thailand,THA,Asia,69799978,cases,38,2020-23,0.110000,3119
Thailand,THA,Asia,69799978,cases,16,2020-24,0.077000,3135
Thailand,THA,Asia,69799978,cases,13,2020-25,0.042000,3148
Thailand,THA,Asia,69799978,cases,14,2020-26,0.039000,3162
Thailand,THA,Asia,69799978,cases,33,2020-27,0.067000,3195
Thailand,THA,Asia,69799978,cases,25,2020-28,0.083000,3220
Thailand,THA,Asia,69799978,cases,30,2020-29,0.079000,3250
Thailand,THA,Asia,69799978,cases,45,2020-30,0.107000,3295
Thailand,THA,Asia,69799978,cases,25,2020-31,0.100000,3320
Thailand,THA,Asia,69799978,cases,31,2020-32,0.080000,3351
Thailand,THA,Asia,69799978,cases,27,2020-33,0.083000,3378
Thailand,THA,Asia,69799978,cases,19,2020-34,0.066000,3397
Thailand,THA,Asia,69799978,cases,15,2020-35,0.049000,3412
Thailand,THA,Asia,69799978,cases,33,2020-36,0.069000,3445
Thailand,THA,Asia,69799978,cases,30,2020-37,0.090000,3475
Thailand,THA,Asia,69799978,cases,31,2020-38,0.087000,3506
Thailand,THA,Asia,69799978,cases,39,2020-39,0.100000,3545
Thailand,THA,Asia,69799978,cases,45,2020-40,0.120000,3590
Thailand,THA,Asia,69799978,cases,51,2020-41,0.138000,3641
Thailand,THA,Asia,69799978,cases,50,2020-42,0.145000,3691
Thailand,THA,Asia,69799978,cases,52,2020-43,0.146000,3743
Thailand,THA,Asia,69799978,cases,44,2020-44,0.138000,3787
Thailand,THA,Asia,69799978,cases,53,2020-45,0.139000,3840
Thailand,THA,Asia,69799978,cases,35,2020-46,0.126000,3875
Thailand,THA,Asia,69799978,cases,38,2020-47,0.105000,3913
Thailand,THA,Asia,69799978,cases,64,2020-48,0.146000,3977
Thailand,THA,Asia,69799978,cases,130,2020-49,0.278000,4107
Thailand,THA,Asia,69799978,cases,130,2020-50,0.372000,4237
Thailand,THA,Asia,69799978,cases,670,2020-51,1.146000,4907
Thailand,THA,Asia,69799978,cases,1378,2020-52,2.934000,6285
Thailand,THA,Asia,69799978,cases,2154,2020-53,5.060000,8439
Thailand,THA,Asia,69799978,cases,2108,2021-01,6.106000,10547
Thailand,THA,Asia,69799978,cases,1876,2021-02,5.708000,12423
Thailand,THA,Asia,69799978,cases,1264,2021-03,4.499000,13687
Thailand,THA,Asia,69799978,cases,5931,2021-04,10.308000,19618
Thailand,THA,Asia,69799978,cases,3939,2021-05,14.140000,23557
Thailand,THA,Asia,69799978,cases,1157,2021-06,7.301000,24714
Thailand,THA,Asia,69799978,cases,790,2021-07,2.789000,25504
Thailand,THA,Asia,69799978,cases,527,2021-08,1.887000,26031
Thailand,THA,Asia,69799978,cases,410,2021-09,1.342000,26441
Thailand,THA,Asia,69799978,cases,564,2021-10,1.395000,27005
Thailand,THA,Asia,69799978,cases,871,2021-11,2.056000,27876
Thailand,THA,Asia,69799978,cases,897,2021-12,2.533000,28773
Thailand,THA,Asia,69799978,cases,354,2021-13,1.792000,29127
Thailand,THA,Asia,69799978,cases,4483,2021-14,6.930000,33610
Thailand,THA,Asia,69799978,cases,10132,2021-15,20.938000,43742
Thailand,THA,Asia,69799978,deaths,0,2020-01,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-02,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-03,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-04,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-05,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-06,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-07,0.000000,0
Thailand,THA,Asia,69799978,deaths,0,2020-08,0.000000,0
Thailand,THA,Asia,69799978,deaths,1,2020-09,0.014000,1
Thailand,THA,Asia,69799978,deaths,0,2020-10,0.014000,1
Thailand,THA,Asia,69799978,deaths,0,2020-11,0.000000,1
Thailand,THA,Asia,69799978,deaths,0,2020-12,0.000000,1
Thailand,THA,Asia,69799978,deaths,6,2020-13,0.086000,7
Thailand,THA,Asia,69799978,deaths,19,2020-14,0.358000,26
Thailand,THA,Asia,69799978,deaths,14,2020-15,0.473000,40
Thailand,THA,Asia,69799978,deaths,7,2020-16,0.301000,47
Thailand,THA,Asia,69799978,deaths,4,2020-17,0.158000,51
Thailand,THA,Asia,69799978,deaths,3,2020-18,0.100000,54
Thailand,THA,Asia,69799978,deaths,2,2020-19,0.072000,56
Thailand,THA,Asia,69799978,deaths,0,2020-20,0.029000,56
Thailand,THA,Asia,69799978,deaths,1,2020-21,0.014000,57
Thailand,THA,Asia,69799978,deaths,0,2020-22,0.014000,57
Thailand,THA,Asia,69799978,deaths,1,2020-23,0.014000,58
Thailand,THA,Asia,69799978,deaths,0,2020-24,0.014000,58
Thailand,THA,Asia,69799978,deaths,0,2020-25,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-26,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-27,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-28,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-29,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-30,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-31,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-32,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-33,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-34,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-35,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-36,0.000000,58
Thailand,THA,Asia,69799978,deaths,0,2020-37,0.000000,58
Thailand,THA,Asia,69799978,deaths,1,2020-38,0.014000,59
Thailand,THA,Asia,69799978,deaths,0,2020-39,0.014000,59
Thailand,THA,Asia,69799978,deaths,0,2020-40,0.000000,59
Thailand,THA,Asia,69799978,deaths,0,2020-41,0.000000,59
Thailand,THA,Asia,69799978,deaths,0,2020-42,0.000000,59
Thailand,THA,Asia,69799978,deaths,0,2020-43,0.000000,59
Thailand,THA,Asia,69799978,deaths,0,2020-44,0.000000,59
Thailand,THA,Asia,69799978,deaths,1,2020-45,0.014000,60
Thailand,THA,Asia,69799978,deaths,0,2020-46,0.014000,60
Thailand,THA,Asia,69799978,deaths,0,2020-47,0.000000,60
Thailand,THA,Asia,69799978,deaths,0,2020-48,0.000000,60
Thailand,THA,Asia,69799978,deaths,0,2020-49,0.000000,60
Thailand,THA,Asia,69799978,deaths,0,2020-50,0.000000,60
Thailand,THA,Asia,69799978,deaths,0,2020-51,0.000000,60
Thailand,THA,Asia,69799978,deaths,0,2020-52,0.000000,60
Thailand,THA,Asia,69799978,deaths,5,2020-53,0.072000,65
Thailand,THA,Asia,69799978,deaths,2,2021-01,0.100000,67
Thailand,THA,Asia,69799978,deaths,3,2021-02,0.072000,70
Thailand,THA,Asia,69799978,deaths,5,2021-03,0.115000,75
Thailand,THA,Asia,69799978,deaths,2,2021-04,0.100000,77
Thailand,THA,Asia,69799978,deaths,2,2021-05,0.057000,79
Thailand,THA,Asia,69799978,deaths,3,2021-06,0.072000,82
Thailand,THA,Asia,69799978,deaths,1,2021-07,0.057000,83
Thailand,THA,Asia,69799978,deaths,0,2021-08,0.014000,83
Thailand,THA,Asia,69799978,deaths,2,2021-09,0.029000,85
Thailand,THA,Asia,69799978,deaths,2,2021-10,0.057000,87
Thailand,THA,Asia,69799978,deaths,4,2021-11,0.086000,91
Thailand,THA,Asia,69799978,deaths,3,2021-12,0.100000,94
Thailand,THA,Asia,69799978,deaths,1,2021-13,0.057000,95
Thailand,THA,Asia,69799978,deaths,2,2021-14,0.043000,97
Thailand,THA,Asia,69799978,deaths,7,2021-15,0.129000,104
